,store,address,phone
641,롯데마트김포한강점,"경기 김포시 장기동 2031번지, 롯데마트 2층 더페이스샵",070-4154-7655
642,롯데마트김해부원점,경남 김해시 부원동 부원역세권지구A-1 롯데마트김해부원점 2층 더페이스샵,055-332-7220
643,롯데마트남원점,전북 남원시 춘향로 96 롯데마트 남원점 1층 더페이스샵,063-625-5514
644,롯데마트상록점,경기 안산시 상록구 반석로 8 롯데마트 상록점 1층 더페이스샵 ,031-406-6029
645,롯데마트서청주점,충북 청주시 흥덕구 비하동 332-1 더페이스샵,043-231-5927
646,롯데마트석사점,강원 춘천시 석사동  27 롯데마트 석사점 지하 1층 더페이스샵,033-261-7236
647,롯데마트수원광교점,경기도 수원시 영통구 센트럴타운로 85 롯데마트 광교점 지하1층 더페이스샵,031-216-3330
648,롯데마트수원점,경기 수원시 권선구 서둔동 296-3 롯데마트 수원점 2층 더페이스샵,031-278-0755
649,롯데마트시흥점,경기 시흥시 대야동 542번지 롯데마트 시흥점 1층 더페이스샵,070-4400-9947
650,롯데마트아산터미널점,충남 아산시 모종동 555-6 지하1층 더페이스샵,041-531-3908
651,롯데마트안산선부점,경기 안산시 단원구 선부동 1086번지 롯데마트 안산선부점 1층 더페이스샵,031-413-3337
652,롯데마트양평점,서울시 영등포구 양평동 3가 45 지하1층,02-2068-8505
653,롯데마트영통점,경기 수원시 영통구 영통동 960-1 롯데쇼핑 영통점 1층 더페이스샵,031-205-9211
654,롯데마트제천점,충북 제천시 하소동 77 롯데마트 제천점 1층 더페이스샵,043-642-6106
655,롯데마트청라점,"인천 서구 청라커낼로 252 (경서동, 롯데마트) 지하 1층 더페이스샵 (경서동, 958-1)",032-561-9993
656,롯데마트판교점,경기 성남시 분당구 삼평동 741번지 롯데마트 판교점 지하1층 더페이스샵,070-8259-3074
657,롯데면세점 부산점,부산 진구 부전동 503-15 롯데백화점 부산점 8층,051-810-5047
658,롯데면세점 소공점,서울 중구 소공동 1번지 롯데백화점 내 9층 면세점 내 더페이스샵,02-759-6666
659,롯데면세점 제주점,제주 서귀포시 중문동 중문관광단지 롯데호텔 본관6층,064-793-3144
660,롯데면세점 코엑스점,서울 강남구 삼성동 159 인터컨티넨탈호텔 내 롯데면세점 코엑스점,02-3484-9687
661,롯데면세점김해공항점,부산 부산진구 가야대로 772(부전동) 롯데면세점 더페이스샵,051-979-1961
662,롯데면세점잠실점,서울 송파구 잠실동 40-1 송파우체국사서함66 롯데면세점,02-3213-3884
663,롯데백화점 관악점,서울 관악구 봉천1동 729-22 관악롯데백화점 지하1층,02-3289-8283
664,롯데백화점 대구점,대구 북구 칠성동2가 302-155 롯데백화점 대구점 5층 더페이스샵,053-660-3033
665,롯데백화점 대전점,대전 서구 괴정동 대전롯데백화점 지하1층,042-601-2747
666,롯데백화점 미아점,서울 강북구 미아동 71-5 미아롯데백화점 지하2층,02-944-1964
667,롯데백화점 분당점,경기 성남시 분당구 수내동 14번지 분당롯데백화점 2층,031-738-2356
668,롯데백화점 센텀시티점,부산 해운대구 우동 롯데백화점 지하1층,051-730-3091
669,롯데백화점 영등포점,서울 영등포구 영등포동 618-496번지 롯데백화점 지하1층,02-2164-6070
670,롯데백화점 중동점,경기 부천시 원미구 중동 1140번지 롯데백화점 2층 더페이스샵,032-320-7035
671,롯데백화점 포항점,경북 포항시 북구 학산동 포항롯데백화점 3층,054-230-1364
672,롯데백화점구리점,경기 구리시 인창동 677 롯데백화점 구리점  지하1층 더페이스샵,031-550-7872
673,롯데백화점인천터미널,인천광역시 미추홀구 연남로 35,032-431-4657
674,롯데슈퍼 광주점,경기 광주시 태전동 257-17 롯데슈퍼 1층 더페이스샵,031-797-0770
675,롯데슈퍼 서초국제점,서울 서초구 서초동 1445-3 국제 전자센타 1층 더페이스샵,02-521-2547
676,롯데슈퍼 수성점,대구 수성구 중동 333-7 롯데슈퍼 더페이스샵,053-767-1021
677,롯데슈퍼 의정부점,경기 의정부시 호원동 325-1 의정부 롯데슈퍼 더페이스샵,031-878-9293
678,롯데슈퍼 장락점,충북 제천시 장락동 632번지 1층,043-653-1950
679,롯데슈퍼 전농점,서울 동대문구 전농동 10 SK아파트상가 롯데슈퍼 1층 더페이스샵,02-2247-0703
680,롯데슈퍼 정자점,경기 수원시 장안구 정자동 874-2 롯데프라자 1층 정자롯데슈퍼 더페이스샵,031-269-0804
681,롯데슈퍼고양삼송점,경기 고양시 덕양구 신원동 623 롯데슈퍼 고양삼송점 1층 더페이스샵,02-381-6590
682,롯데아울렛서울역점,서울 중구 한강대로 405  2층 더페이스샵,02-6965-2622
683,롯데키즈마트 부산점,부산 부산진구 부암동 257 롯데키즈마트 부산점,051-802-5618
684,메가마트 기장점,부산 기장군 일광면 삼성리 547 - 6번지 메가마트 1층,051-721-5880
685,메가마트 남천점,부산 수영구 남천동 545-2번지,051-611-9562
686,메가마트 양산덕계점,경남 양산시 덕계동  738번지,055-362-1293
687,메가마트 양평점,경기 양평군 양평읍 공흥리 441-1 1층,070-7761-4002
688,메가마트 울산점,울산 북구 진장동 705,052-283-3811
689,메가마트김해점,경남 김해시 삼정동 661-14 메가마트 김해점 1층,055-321-8431
690,모다백화점부평점,인천광역시 부평구 부평문화로 35 모다백화점 부평점 6층,032-452-2679
691,미래코스메틱,인천 계양구 향교로 26 101호 더페이스샵,000-000-0000
692,상동세이브존,경기 부천시 원미구 상동 535-5 상동세이브존 1층 더페이스샵,032-326-0718
693,세이브존 성남점,경기 성남시 수정구 신흥동 2463-5 1층 더페이스샵,031-730-2266
694,세이브존 전주점,전북 전주시 완산구 팔달로 262-6 세이브존 전주코아점 1층 더페이스샵,063-231-8976
695,세이브존노원점,서울 노원구 한글비석로 57(하계동),02-948-7252
696,세이브존대전점,대전 서구 둔산동 1809번지 세이브존 대전점 1층 더페이스샵,042-472-0235
697,수원NC터미널점,경기 수원시 권선구 경수대로 270 수원NC백화점 터미널점 2층 더페이스샵,031-8065-3774
698,스퀘어원점,인천 연수구 청능대로 210 스퀘어원 1층 더페이스샵 ,032-456-4166
699,신라면세점 서울점,서울 중구 장충동2가 202 신라면세점 지하 1층,02-2230-1417
700,신라면세점 인천공항점,인천 중구 운서동 285-1 인천국제공항 내 신라면세점 신규탑승동 56-64,032-743-4678
701,신라면세점 제주점,제주 제주시 연동 252-20 신라면세점 1층,064-710-7217
702,신세계면세점강남점,"서울특별시 서초구 신반포로 176(센트럴시티빌딩), 2층 더페이스샵",02-6288-0721
703,신세계면세점명동점,"서울 중구 소공로 48,3층,8층,12층(회현동2가, 프라임타운)",02-6370-4221
704,신세계면세점부산점,부산 해운대구 센텀4로 15(우동) 신세계면세점 더페이스샵,051-775-3179
705,신세계면세점인천공항점,인천광역시 중구 운서동 2851 국제공항여객터미널 내 신세계 면세점 ,032-743-5893
706,신세계백화점 충청점(아라리오),충남 천안시 동남구 신부동 354-1번지 신세계백화점 2층,041-640-5067
707,신세계백화점김해점,경상남도 김해시 전하로 304번길 24 신세계백화점 김해점 터미널 2층,055-272-1288
708,엔씨백화점 강서점,서울시 강서구 등촌동 689 강서NC백화점 4층 더페이스샵,02-2667-9669
709,엔씨백화점 불광점,서울 은평구 대조동 240번지 불광 NC백화점 1층,02-350-7075
710,엔씨백화점 서면점,부산 부산진구 동천로 92 (전포동) 더페이스샵,051-794-7227
711,엔씨백화점 해운대점,부산 해운대구 좌동 1467-4,051-709-5720
712,엔씨백화점부산대점,부산광역시 금정구 장전2동 부산대학로63번길 2,051-509-7232
713,엔씨백화점청주점,충청북도 청주시 흥덕구 가경동 1416-3,043-716-6240
714,엔씨아울렛엑스코점,대구 북구 유통단지로14길 22 NC아울렛 1층,053-662-9253
715,엔씨중앙로역점,대전광역시 중구 중앙로 141(선화동),042-718-2872
716,이마트 가양점,서울 강서구 가양3동 449-19번지 가양이마트 1층 더페이스샵,02-2668-0448
717,이마트 강릉점,강원 강릉시 송정동 1008-7,033-651-0446
718,이마트 검단점,인천 서구 당하동 875 이마트 검단점 1층 더페이스샵,032-563-7574
719,이마트 경기광주점,경기 광주시 경안동 20-11 지상 1층 더페이스샵,031-799-7585
720,이마트 경산점,경북 경산시 중산동 180-1,053-814-3765
721,이마트 계양점,인천광역시 계양구 봉오대로 785 1층 더페이스샵,032-541-5980
722,이마트 고잔점,경기도 안산시 단원구 원포공원1로 46 이마트고잔점  2층 더페이스샵,031-402-1216
723,이마트 광명소하점,경기 광명시 소하로 97 이마트 광명소하점 더페이스샵,02-897-7143
724,이마트 광산점,광주 광산구 사암로 172 이마트 광산점 1층 더페이스샵,062-945-0447
725,이마트 광주점,광주 서구 죽봉대로 61 이마트 광주점 1층 더페이스샵,062-360-0150
726,이마트 구미점,경북 구미시 광평동 65-1,054-462-0448
727,이마트 군산점,전북 군산시 구암3.1로 137 이마트 군산점 1층 더페이스샵,063-442-6110
728,이마트 금정점,부산 금정구 구서동 368 이마트 금정점 더페이스샵 1층,051-515-3320
729,이마트 김천점,경북 김천시 신음동 990-1 김천이마트 내 더페이스샵,054-436-8364
730,이마트 남원점,전북 남원시 남문로 385-16 이마트 남원점 1층 더페이스샵,063-633-9401
731,이마트 달서점,대구 달서구 감삼동 521번지 지하 3층,053-553-5372
732,이마트 도농점,경기 남양주시 도농동 1-1 지하1층,031-556-9644
733,이마트 동광주점,광주 동구 중앙로 358 이마트 동광주점 지하1층 더페이스샵,062-531-0711
734,이마트 동구미점,경북 구미시 임수동 92-28 2층,054-474-0501
735,이마트 동백점,경기 용인시 기흥구 동백동 동백택지개발지구 2101블럭 지하 1층 더페이스샵,031-679-0262
736,이마트 동인천점,인천 중구 신생동 38번지 1층 더페이스샵,032-761-2965
737,이마트 동탄점,경기 화성시 석우동 44 이마트 1층 더페이스샵,031-613-3672
738,이마트 동해점,강원 동해시 천곡동 831 지상 2층 더페이스샵,033-533-6495
739,이마트 둔산점,대전 서구 둔산동 959-2번지 이마트둔산점 2층,042-485-0447
740,이마트 마산점,경남 창원시 마산합포구 중앙동3가 4-1 이마트 마산점 1층 더페이스샵,055-243-6219
741,이마트 만촌점,대구 수성구 만촌1동 1356-5 더페이스샵,053-741-2591
742,이마트 목포점,전남 목포시 옥암로 138 이마트 목포점 1층 더페이스샵,061-284-5110
743,이마트 묵동점,서울 중랑구 묵동 170-1번지 묵동 자이아파트 2단지 지하 1층,02-948-4572
744,이마트 문현점,부산 남구 문현동 751 부산문현이마트 내,051-645-9342
745,이마트 보령점,충남 보령시 궁촌동 340-1,041-933-2229
746,이마트 봉선점,광주 남구 봉선로 198 이마트 봉선점 지하 1층 더페이스샵,062-675-0710
747,이마트 부천점,경기 부천시 소사구 심곡본동 316-2 이마트 부천점 4층 더페이스샵,032-611-9929
748,이마트 분당점,경기 성남시 분당구 정자동 211번지 지상 1층 더페이스샵,031-714-8210
749,이마트 사상점,부산 사상구 괘법동 531-2 이마트 사상점 1층,051-315-5002
750,이마트 상봉점,서울 중랑구 망우2동 506-1(상봉시외버스터미널 앞) 지상2층 더페이스샵,02-432-1715
751,이마트 상주점,경북 상주시 만산동 693-29,054-533-2797
752,이마트 서귀포점,제주특별자치도 서귀포시 일주동로 9209 이마트 서귀포점 1층,064-739-6917
753,이마트 서산점,충남 서산시 잠홍동 459-3 이마트 서산점 지하 2층,041-665-5924
754,이마트 서수원점,경기 수원시 권선구 구운동 925 이마트 서수원점 2층 더페이스샵,031-295-4687
755,이마트 성수점,서울 성동구 성수동2가 333-16번지 이마트성수점 2층 더페이스샵,02-461-3965
756,이마트 속초점,강원 속초시 청호동 459-134 이마트 속초점 2층 더페이스샵,033-631-5816
757,이마트 수서점,서울 강남구 수서동 724 수서이마트 지하1층 더페이스샵,02-451-0108
758,이마트 수원점,경기 수원시 권선구 권선동 1189 이마트 수원점 1층 더페이스샵,031-207-1110
759,이마트 수지점,경기 용인시 수지구 신봉동 909번지 이마트 수지점 1층 더페이스샵,031-261-9540
760,이마트 순천점,전남 순천시 팔마로 191 이마트 순천점 1층 더페이스샵,061-745-6379
761,이마트 신제주점,제주특별자치도 제주시 1100로 3348 이마트신제주점 1층,064-745-0972
762,이마트 아산점,충남 아산시 풍기동 192-1 아산이마트,041-543-7156
763,이마트 안양점,경기 안양시 동안구 비산동 411-8 이마트 2층 더페이스샵,031-381-6955
764,이마트 여수점,전남 여수시 좌수영로 277 이마트 여수점 1층 더페이스샵,061-654-1445
765,이마트 여주점,경기 여주군 여주읍 홍문리 여주이마트,031-886-9971
766,이마트 연제점,부산 연제구 연산2동 822-7,051-853-0448
767,이마트 영등포점,서울 영등포구 영등포동4가 442 이마트 영등포점 지하1층 더페이스샵,02-2068-0446
768,이마트 영천점,경북 영천시 오수동 286번지,054-336-5971
769,이마트 오산점,경기 오산시 원동 360-6 이마트 오산점 2층,031-372-6342
770,이마트 왕십리점,서울 성동구 행당동 168-1 이마트왕십리점 2층 더페이스샵,02-2200-1226
771,이마트 용산점,서울 용산구 한강로3가 40-1 이마트 용산점 지하1층 더페이스샵,02-2012-1291
772,이마트 울산점,울산 남구 삼산동 1646,052-274-8359
773,이마트 원주점,강원 원주시 무실동 1062-1 이마트 원주점 1층 더페이스샵,033-761-9438
774,이마트 월배점,대구 달서구 대천동 555번지,053-642-7125
775,이마트 은평점,서울 은평구 응암동 90-1 이마트은평점 3층 더페이스샵,02-357-0447
776,이마트 이천점,경기 이천시 증포동 47-4 이마트 이천점 1층,031-631-4217
777,이마트 익산점,전북 익산시 평동로 705 이마트 익산점 1층 더페이스샵,063-851-4640
778,이마트 일산점,경기 고양시 일산동구 백석동 1194번지 이마트 일산점,031-901-6728
779,이마트 자양점,서울특별시 광진구 아차산로  272 이마트 지하1층 더페이스샵,02-444-3420
780,이마트 제주점,제주특별자치도 제주시 탑동로 38 이마트 제주점 지하1층,064-722-8625
781,이마트 제천점,충북 제천시 강제동 270-11 제천이마트 1층,043-651-1006
782,이마트 죽전점,경기 용인시 수지구 포은대로 552 (죽전동 1282) 이마트 내 지하1층 더페이스샵,031-272-0448
783,이마트 진접점,경기 남양주시 진접읍 연평리 101-14 이마트 진접점 1층,031-527-8331
784,이마트 창원점,경남 창원시 성산구 중앙동 91 이마트창원점2층 더페이스샵,055-261-4725
785,이마트 천안점,충남 천안시 서북구 쌍용동 191,070-4906-8094
786,이마트 천호점,서울 강동구 천호2동 454-1 이마트1층,02-477-0319
787,이마트 춘천점,강원 춘천시 온의동 511번지 춘천이마트 2층 더페이스샵,033-252-5382
788,이마트 충주점,충북 충주시 문화동 1024번지,043-857-7689
789,이마트 태백점,강원 태백시 삼수동 113번지 1층 더페이스샵,033-553-5384
790,이마트 통영점,경남 통영시 광도면 죽림리 1566-2 이마트 통영점1층 더페이스샵,055-648-2080
791,이마트 파주운정점,경기 파주시 교하읍 동패리 이마트파주운정점 1층 더페이스샵,031-942-3041
792,이마트 파주점,경기 파주시 교하읍 당하리 195-5 이마트 파주점 1층,031-942-2490
793,이마트 평촌점,경기 안양시 동안구 관양동 1608-3번지 이마트 1층 더페이스샵,031-381-6974
794,이마트 평택점,경기 평택시 영신로29 1층 더페이스샵,031-657-6928
795,이마트 포천점,경기 포천시 설운동 2번지 이마트 포천점 내 1층 더페이스샵,031-542-7118
796,이마트 풍산점,경기 고양시 일산동구 중산동    1809 더페이스샵,031-975-5696
797,이마트 하남점,경기 하남시 풍산동 68블럭 3층,031-793-7875
798,이마트 하월곡점,서울 성북구 하월곡동 88-387 동일하이빌 주상복합 지하1층,02-909-0684
799,이마트 해운대점,부산 해운대구 중1동 1767,051-747-3584
800,이마트 화성봉담점,경기 화성시 봉담읍 효행로 278 지하1층 더페이스샵,031-221-8305
801,이마트 화정점,경기 고양시 덕양구 화정동 976 화정이마트 1층 더페이스샵,031-938-0639
802,이마트 흥덕점,경기 용인시 기흥구 흥덕 중앙로 60(영덕동) 지하1층 더페이스샵,070-4121-7598
803,이마트과천점,경기도 과천시 별양동 1-19 이마트 과천점 1층 더페이스샵,02-502-7082
804,이마트광교점,경기도 수원시 영통구 이의동 1240 이마트 광교점 2층 더페이스샵,031-211-6813
805,이마트구로점,서울특별시 구로구 디지털로 32길 43 이마트 구로점 1층 더페이스샵,02-830-5743
806,이마트김포한강,경기 김포시 김포한강 7로 22번길 22 더페이스샵,031-986-6219
807,이마트김해점,경상남도 김해시 전하로304번길 24 이마트 김해점 2층,055-338-2328
808,이마트목동점,서울 양천구 목동 962 이마트목동점 지하2층 더페이스샵,02-2061-4211
809,이마트세종점,"세종 금송로 687(가람동, 이마트세종점) 더페이스샵",044-862-6247
810,이마트시화점,경기 시흥시 정왕동 1734-1 이마트 시화점 4층 더페이스샵,031-319-7874
811,이마트신월점,서울시 양천구 화곡로 59 이마트 신월점,
812,이마트안동점,경북 안동시 옥동 796-1 더페이스샵,054-841-5906
813,이마트연수점,인천광역시 연수구 동춘동 926-9번지 1층 더페이스샵,032-811-3250
814,이마트의정부점,경기 의정부시 민락동 475-32 지하1층 더페이스샵,031-851-1429
815,이마트이수점,서울 동작구 사당동 147-29 지하 1층 더페이스샵,02-521-2625
816,이마트인천공항점,인천 중구 공항로 424번길 47 1층 더페이스샵,032-743-3499
817,이마트중동점,경기 부천시 원미구 중동 1157번지 이마트 중동점 지하1층 더페이스샵,032-321-1159
818,이마트진주점,경남 진주시 인사동 3번지 이마트 진주점 1층,055-741-3462
819,이마트창동점,서울 도봉구 창5동 135-26 2층 더페이스샵 2층,02-900-9540
820,이마트천안서북점,충남 천안시 서북구 성성동 446-2 지하1층 더페이스샵 (천안물류단지A4-1로트),041-522-2141
821,이마트청주점,충청북도 청주시 흥덕구 청남로 1853  이마트 지하1층 더페이스샵,043-283-0747
822,이마트칠성점,대구광역시 북구 칠성동2가 20-1번지 1층 더페이스샵,053-341-7905
823,이마트포항이동점,경북 포항시 북구 대이로 188 이마트 B2,054-272-8414
824,킴스클럽강남점,서울 서초구 잠원동 70-2 킴스클럽강남점 지하1층 더페이스샵,02-530-5185
825,탑마트서진주점,경남 진주시 평거동 921,070-8836-4561
826,하나로마트직산점,충남 천안시 서북구 직산읍 삼은리 72-1번지 1층 더페이스샵,041-587-1427
827,하나로마트창동점,서울 도봉구 창4동 1-10 1층 더페이스샵,02-997-7989
828,하나로마트화명점,부산 북구 금곡대로 469. 1층 (하나로마트 화명점) 더페이스샵,051-361-3655
829,현대 아산병원점,서울 송파구 풍납2동 388-1 번지 아산병원 신관 지하 1층 더페이스샵,02-470-2398
830,현대면세점동대문점,"서울 중구 장충단로 275(을지로6가, 두산타워빌딩) ",02-3399-9322
831,현대면세점무역센터점,"서울특별시 강남구 영동대로82길 19(대치동, 항진빌딩)",02-2142-6229
832,현대백화점 대구점,대구 중구 계산동1가  200 현대백화점 대구점 지하2층,053-245-2959
833,현대백화점 목동점,서울 양천구 목동 916번지 현대백화점(목동점) 지하1층,02-2163-2245
834,현대백화점 부산점,부산 동구 범일1동 62-5 현대백화점 지하1층,051-667-1166
835,현대백화점 울산동구점,울산 동구 서부동 105번지 현대백화점 지하1층,052-250-4944
836,현대백화점 충청점,충북 청주시 흥덕구 복대동 584-9 지하1층 더페이스샵,043-909-4851
837,현대아울렛 가산점,"서울 금천구 디지털로10길 9, 2001(가산동,20층) 더페이스샵",02-2136-9829
838,홈플러스 가야점,부산 부산진구 가야동 624-7,051-891-4395
839,홈플러스 가좌점,인천 서구 가좌동 118번지 홈플러스 가좌점 1층 더페이스샵,032-577-4665
840,홈플러스 간석점,인천 남동구 간석동 616-3 홈플러스 간석점 더페이스샵,032-872-5862
841,홈플러스 강동점,서울 강동구 천호1동 42번지 홈플러스 강동점 지하2층 더페이스샵,02-470-3067
842,홈플러스 강릉점,강원 강릉시 옥천동 189 강릉홈플러스 3층 더페이스샵,033-642-0140
843,홈플러스 강서점,서울 강서구 등촌동 629-11번지 홈플러스 강서점2층 더페이스샵,02-2658-7181
844,홈플러스 거제점,경남 거제시 장평동 59외 3필지 홈플러스 거제점지하1층 더페이스샵,055-635-0978
845,홈플러스 경남진주점,경남 진주시 상대1동 181-1 홈플러스 진주점지하2층 더페이스샵,055-752-2779
846,홈플러스 경주점,경북 경주시 용강동 800-11번지,054-775-6521
847,홈플러스 고양터미널점,경기 고양시 일산동구 백석동 1242 홈플러스 고양터미널점 지하2층 더페이스샵,031-936-7664
848,홈플러스 광양점,전남 광양시 항만11로 70 홈플러스 광양점 1층 더페이스샵,061-791-5906
849,홈플러스 광주하남점,광주 광산구 용아로 390 홈플러스 광주하남점 1층 더페이스샵,062-953-6375
850,홈플러스 구미점,경상북도 구미시 광평동 792-21 지하1층 더페이스샵,054-462-2853
851,홈플러스 금천점,서울 금천구 독산1동 291-7 홈플러스 금천점 ,02-809-1008
852,홈플러스 김제점,전북 김제시 검산동 841 홈플러스 김제점 2층 더페이스샵,063-547-8999
853,홈플러스 김포점,경기 김포시 감정동 692 김포홈프러스 지하1층 더페이스샵,031-983-7727
854,홈플러스 김해점,경남 김해시 내동 1131-2 홈플러스 김해점 1층 더페이스샵,055-321-7521
855,홈플러스 남양주진접점,경기 남양주시 진접읍 장현리 216-4 홈플러스 남양주진접점 지하 2층 더페이스샵,031-527-0746
856,홈플러스 논산점,충남 논산시 내동 437번지 홈플러스 지하1층,041-734-3577
857,홈플러스 대전가오점,대전 동구 가오동 557 홈플러스 가오점 지하1층,042-282-5745
858,홈플러스 대전둔산점,대전 서구 둔산동 1380-2번지 둔산홈플러스 2층,042-472-3944
859,홈플러스 동광주점,광주 북구 동문대로 200 홈플러스 동광주점 지하1층 더페이스샵,062-262-6375
860,홈플러스 동수원점,경기 수원시 팔달구 인계동 1045번지 동수원홈플러스 2층 더페이스샵,031-221-1876
861,홈플러스 동청주점,충북 청주시 상당구 율량동 500-3 홈플러스 지하1층,043-212-3303
862,홈플러스 마산점,경남 창원시 마산회원구 양덕동 151-1번지 홈플러스 마산점 3층 더페이스샵,055-256-7020
863,홈플러스 목포점,전남 목포시 영산로 313  홈플러스 목포점 지하 2층 더페이스샵,061-273-6375
864,홈플러스 문경점,경북 문경시 모전동 859-2번지 홈플러스,054-553-7240
865,홈플러스 밀양점,경남 밀양시 내일동 610번지 홈플러스 밀양점2층 더페이스샵,055-351-0609
866,홈플러스 방학점,서울 도봉구 방학동 707-7 방학홈플러스테스코 지하2층 더페이스샵,02-955-6055
867,홈플러스 보령점,충남 보령시 명천동 129 번지,041-932-7240
868,홈플러스 부산감만점,부산 남구 감만동 8번지 홈플러스 감만점,051-631-4788
869,홈플러스 부천상동점,경기 부천시 원미구 길주로118 홈플러스 부천상동점 더페이스샵,031-321-2936
870,홈플러스 부천소사점,경기 부천시 소사구 괴안동 129-4 홈프러스 소사점 지하1층 더페이스샵,032-347-2365
871,홈플러스 북수원점,경기 수원시 장안구 경수대로 930 홈플러스 북수원점 2층 더페이스샵,031-207-2286
872,홈플러스 삼척점,강원 삼척시 당저동 33-3 삼척홈플러스 지하1층 더페이스샵,033-575-2162
873,홈플러스 서귀포점,제주특별자치도 서귀포시 중앙로 180 홈플러스 서귀포점 1층,064-732-0587
874,홈플러스 성서점,대구 달서구 용산동 230-11,053-521-5980
875,홈플러스 센텀시티점,부산 해운대구 우1동 19블록 센텀시티홈프러스점 1층,051-731-7432
876,홈플러스 송우점,경기 포천시 소흘읍 송우리 730-60 홈플러스 송우점 지하1층 더페이스샵,031-544-4009
877,홈플러스 수성점,대구 수성구 두산동 111번지 홈플러스 수성점,053-762-8370
878,홈플러스 순천점,전남 순천시 신월큰길 10 홈플러스 순천점 지하 1층 더페이스샵,061-724-9342
879,홈플러스 신내점,서울 중랑구 신내동 645번지 홈플러스 신내점 지하2층 더페이스샵,02-3421-3306
880,홈플러스 아시아드점,부산 연제구 거제동 1208 번지,051-501-8362
881,홈플러스 안동점,경북 안동시 운흥동 247-58 홈플러스 안동점 2층,054-854-0981
882,홈플러스 안산점,경기 안산시 상록구 성포동 586 홈플러스 안산점 2층 더페이스샵,031-411-1600
883,홈플러스 영등포점,서울 영등포구 문래동3가 55-3 홈플러스영등포점 지하1층 더페이스샵,02-2068-3810
884,홈플러스 영주점,경북 영주시 휴천2동 329-1 영주홈플러스,054-631-9997
885,홈플러스 영통점,경기 수원시 팔달구 영통동 994-2번지 홈플러스 영통점 2층,031-273-1105
886,홈플러스 오창점,충북 청원군 오창읍 양청리 820번지,043-211-3367
887,홈플러스 울산남구점,울산 남구 야음동 789-20 홈플러스내 1층,052-270-8000
888,홈플러스 울산동구점,울산 동구 일산동 577-1,052-232-0655
889,홈플러스 울산점,울산 중구 복산동 100,052-282-2098
890,홈플러스 원주점,강원 원주시 관설동 1453번지 홈플러스 원주점 3층 더페이스샵,033-762-7106
891,홈플러스 의정부점,경기 의정부시 금오동 475-1번지 홈플러스 의정부점 2층 더페이스샵,031-853-7038
892,홈플러스 익산점,전북 익산시 무왕로 1035 홈플러스 익산점 2층 더페이스샵,063-838-5348
893,홈플러스 인천논현점,인천 남동구 논현동 논현2지구 상업용지 20일대 홈플러스 인천논현점 더페이스샵,032-421-0541
894,홈플러스 작전점,인천 계양구 작전동 448-7 홈플러스 작전점 더페이스샵,032-553-9983
895,홈플러스 전북전주점,전북 전주시 덕진구 백제대로 771 홈플러스 전주점 지하1층 더페이스샵,063-247-2004
896,홈플러스 전주효자점,전북 전주시 완산구 용머리로 31 홈플러스 전주효자점 지하 2층 더페이스샵,063-223-6375
897,홈플러스 조치원점,충남 연기군 조치원읍 번암리 53 홈플러스지하 1층,044-862-2167
898,홈플러스 진해점,경남 창원시 진해구 이동 536-10 홈플러스 진해점 3층 더페이스샵,055-542-7240
899,홈플러스 창원점,경남 창원시 팔용동 30-3 홈플러스 창원점 2층 더페이스샵,055-265-7999
900,홈플러스 청주점,충북 청주시 흥덕구 가경동 1696 홈플러스1층,043-231-9685
901,홈플러스 춘천점,강원 춘천시 퇴계동 144-1 번지 춘천 홈플러스 지하2층 더페이스샵,070-7796-8860
902,홈플러스 칠곡점,대구 북구 동천동 968번지,053-311-9051
903,홈플러스 킨텍스점,경기 고양시 일산서구 대화동 2611 홈플러스 킨텍스점 더페이스샵,031-912-3353
904,홈플러스 파주문산점,경기 파주시 문산읍 당동리 당동지구지원용지 1-1 문산홈플러스 더페이스샵,031-952-0562
905,홈플러스 평택안중점,경기 평택시 안중읍 현화리 산 274번지 홈플러스 평택안중점 지하 1층,031-681-1492
906,홈플러스 풍무점,경기 김포시 풍무동 38-1번지 홈플러스 풍무점 지하 1층 더페이스샵,031-998-9049
907,홈플러스 하남점,경기 하남시 신장1동  459번지 두산위브 B1층 홈플러스 내 더페이스샵,031-793-4053
908,홈플러스 합정점,서울 마포구 합정동 418-1 홈플러스 합정점 내 더페이스샵,02-322-9128
909,홈플러스 화성동탄점,경기 화성시 반송동 98번지 홈플러스 화성동탄점 지하2층 더페이스샵,031-613-2713
910,홈플러스 화성향남점,경기 화성시 향남읍 행정리 487-1 홈플러스 향남점 지하1층 더페이스샵,031-352-9456
911,홈플러스경산점,경북 경산시 중방동 178-2 홈플러스 경산점 지하2층 더페이스샵,070-8806-0185
912,홈플러스세종점,세종  어진동 307-3 더페이스샵,044-862-0435
913,홈플러스스토어즈 구월점,인천 남동구 예술로 198 홈플러스 지하2층 더페이스샵,070-8824-1261
914,홈플러스스토어즈 내당점,대구 서구 내당동 65-8,053-567-5595
915,홈플러스스토어즈 문화점,대전 중구 문화동 1-17 홈플러스테스코문화점 1층,042-255-2111
916,홈플러스스토어즈 병점점,경기 화성시 병점동 399-4 홈플러스테스코 병점점 더페이스샵,031-267-0099
917,홈플러스스토어즈 울산북구점,울산 북구 상안동 322-9,052-285-3120
918,홈플러스스토어즈 월드컵점,서울 마포구 성산동 515 월드컵경기장 1층 상암홈플러스테스코 내 더페이스샵,02-376-3869
